wallet,in_degree,out_degree,flow_ratio,pagerank,betweenness
0x0030387da604eda417eee332cfe925bb78267b66,1,0,0.0,1.6531908145179908e-05,0.0
0x003092885c31c67cd65039a1ba5a3fa25f6510e6,0,1,1.0,8.721384880313655e-06,0.0
0x003118169cf6ef710b315bb839fd625102dc0aba,1,0,0.0,1.2705947768597203e-05,0.0
0x0031188ef96ec9facc13f009dc660f872b7a4da2,0,1,1.0,8.721384880313655e-06,0.0
0x0032f358d6d92dd90d4c0f64d3ac7a51489caf32,0,1,1.0,8.721384880313655e-06,0.0
0x0032ff80221e182ef298673f714cbedc8594ad96,0,1,1.0,8.721384880313655e-06,0.0
0x0033a6659a0a5e6c06fbcdd925eb25fa323bbe77,1,0,0.0,1.6531908145179908e-05,0.0
0x003489360825334b4b75845a720b0efe7d4769c6,1,0,0.0,1.0935482225732703e-05,0.0
0x0034bfde1ebb772fc0366e7a9cf0f6d59faf30a4,1,0,0.0,8.810140826505316e-06,0.0
0x0036e884cab4f427193839788edebb4b92b9a069,1,0,0.0,1.6531908145179908e-05,0.0
0x0037636b7f8cd7104c54d902a7009fa02a04f38b,0,1,1.0,8.721384880313655e-06,0.0
0x00376def5dad6250c57cdabb72b1320a74a71d4c,0,2,1.0,8.721384880313655e-06,0.0
0x00386637cf48eb0341b3fcfe80edab62b78c866e,0,1,1.0,8.721384880313655e-06,0.0
0x003873fc1ea728a8553f46b1f516effa6336f61f,0,1,1.0,8.721384880313655e-06,0.0
0x0038996fd784ded547986160e144c38aa9e172b0,1,0,0.0,1.6531908145179908e-05,0.0
0x003b105072a76080f5ea74f91d8332629809f317,0,1,1.0,8.721384880313655e-06,0.0
0x003ef9575e9535636651c0c15ea376266daa09f8,0,1,1.0,8.721384880313655e-06,0.0
0x003f7293e7282b4c8ca4a807f3f621a0659f1c09,0,1,1.0,8.721384880313655e-06,0.0
0x00419afc0ab2e2ca73a55d2e8e1e7525e957967a,1,1,0.5,2.45867258672302e-05,0.0
0x00425f146adee9a5c3c3cf18068b8732cbed408d,1,0,0.0,1.6531908145179908e-05,0.0
0x0043276ed1c6c3fd9521f6ce45c67740e4362880,1,0,0.0,1.2705947768597203e-05,0.0
0x004395edb43efca9885cedad51ec9faf93bd34ac,1,0,0.0,1.6531908145179908e-05,0.0
0x00472c1e4275230354dbe5007a5976053f12610a,0,2,1.0,8.721384880313655e-06,0.0
0x004775cec7c60ccefa0a05a119db956c3a1f41c6,0,1,1.0,8.721384880313655e-06,0.0
0x0047b5ef431eedad7a34691a19b3c4d21c267019,0,1,1.0,8.721384880313655e-06,0.0
0x0047fd2b5c59dd2d700ae564aae349719896e937,0,1,1.0,8.721384880313655e-06,0.0
0x00481807a1d1f8c9dfb77e8343915885f8ad735c,1,0,0.0,1.6531908145179908e-05,0.0
0x004846e5366ff2aa8b15a770a1634cbd9b392475,0,1,1.0,8.721384880313655e-06,0.0
0x004861d46669002db143fb6efa6b4b58fadc0a99,0,1,1.0,8.721384880313655e-06,0.0
0x004b7c2f162b1688f3acd573fb5c201343a9b872,0,1,1.0,8.721384880313655e-06,0.0
0x004c9f00e054135b40fc22267683560d119d7b85,0,1,1.0,8.721384880313655e-06,0.0
0x004cd97c65511cb37da95084b0aaa6ce40198baa,1,0,0.0,8.965463732340725e-06,0.0
0x004cde29ec2863bf556009e826b54972b94afc69,1,0,0.0,1.6531908145179908e-05,0.0
0x004e1f18ff292510c5af064a1f4f58553a104734,1,0,0.0,1.6531908145179908e-05,0.0
0x004e5608fb0718949af3ba1740b59543f5281b10,0,1,1.0,8.721384880313655e-06,0.0
0x004ea81ad3d877a88a0ea57a9a7d509de6e8790b,1,1,0.5,2.5638213132346713e-05,0.0
0x004ef30beac9157e04a6ae24fde7b4d3e3723003,0,1,1.0,8.721384880313655e-06,0.0
0x004f0f44510e4b8a0128939c5f053adcd427f420,0,1,1.0,8.721384880313655e-06,0.0
0x004f1e106dba9d82c97c5d4a0d7aff86bfa30ac0,1,0,0.0,8.778395999035305e-06,0.0
0x004f4ff5b91570f0e713fcc95afec67198594ee8,0,1,1.0,8.721384880313655e-06,0.0
0x004fc58527e71ffe938f6b402f4f4f0eb91143b7,0,1,1.0,8.721384880313655e-06,0.0
0x004fe98b69db3cfa6bec83f80fc9a1d168af2fff,1,1,0.5,1.6531908145179908e-05,0.0
0x005169a157a4d5f03c65ab30f42378673759cb4e,1,0,0.0,8.795069062057674e-06,0.0
0x00530dc3d603a1e14b555475f12eb85ebb32ef55,0,1,1.0,8.721384880313655e-06,0.0
0x0053a6cafe71eb5654fd9f340e86c2904e0135a4,0,1,1.0,8.721384880313655e-06,0.0
0x0053f29068da16f1674cb21b6c47f9ac922fdfee,0,1,1.0,8.721384880313655e-06,0.0
0x005481783e6113939ed0eb43605fccb7260884b2,0,1,1.0,8.721384880313655e-06,0.0
0x00560a82c0100322935461998658ca5b175782ae,1,0,0.0,1.6531908145179908e-05,0.0
0x0056d30df3cdaefd3a01a8fd1cf434efac7b006f,1,0,0.0,2.0560100420793086e-05,0.0
0x0058de40e1ce8ee4efce1d3311f6502724308cd7,0,4,1.0,8.721384880313655e-06,0.0
0x005916e7f11d702f5e72c5005722ffb4eff490de,1,0,0.0,1.090744686190552e-05,0.0
0x005929745e9ac1523875b288e7f17c02a6eec4bb,1,0,0.0,1.6531908145179908e-05,0.0
0x00595e29a226a75bb432ece976dc16b5a076aed6,1,1,0.5,2.5638213132346713e-05,0.0
0x005af90c0582cec38bb49b2ba548df0f4afa94f8,1,0,0.0,1.6531908145179908e-05,0.0
0x005bbf731dbe4a3c88db369235c0c003d2cb03eb,1,0,0.0,3.041933148713318e-05,0.0
0x005e7f1bcbb3d5055e2c78f5fa1fc8888fa43ace,0,1,1.0,8.721384880313655e-06,0.0
0x005f33377f67c68a9af20d53a5f974304147a202,1,1,0.5,1.8019868943134225e-05,0.0
0x005f9b4f14b994d69737f42176db734d0ad7053a,0,1,1.0,8.721384880313655e-06,0.0
0x005ff9c8133327cb085e5576e884b9e567126266,0,1,1.0,8.721384880313655e-06,0.0
0x0060094433ccee1ea13362787b9a13b178d0e53e,0,1,1.0,8.721384880313655e-06,0.0
0x00600ae65b6092fce825993b7f2a9391b6d1448d,0,1,1.0,8.721384880313655e-06,0.0
0x0060b373bd5482cf2316cc9dafd1d2fabe9a06ca,0,1,1.0,8.721384880313655e-06,0.0
